path,hash,framerate,duration,width,height,scene_cuts,Processed,Title,Categories
videos/include/Adjectives/11. rich/MVI_9597.MOV,b65db385ff73571a1bd6cf4f0833a623,25,2.68,1920,1080,0,False,,
videos/include/Adjectives/11. rich/MVI_9598.MOV,7ff50f5f82b11e7589574546bf599859,25,2.32,1920,1080,0,False,,
videos/include/Adjectives/11. rich/MVI_9599.MOV,c4d88fd1562cfe70b7a9d1c26cd877a3,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/11. rich/MVI_9733.MOV,fddddd6ba130625f9af0172ced520e7b,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/11. rich/MVI_9734.MOV,3345680746d233d234732c6400820829,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/11. rich/MVI_9735.MOV,2c1115a16c76bc068c68c88b9facf315,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/11. rich/MVI_9736.MOV,89b91acf690a5e4ebb3c071adc863d69,25,2.48,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9600.MOV,c77596e0bbea00d74eebc6319842aae1,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9601.MOV,f355eda0b9c0a2a5d9536a6994d14d72,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9603.MOV,17a5b218e7800554a6784eb7c1903e9b,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9604.MOV,ac1ac9ca6f4ebd7e865b66a51d7220fc,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9737.MOV,06165aa69d14a604566700bf6435a205,25,2.48,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9738.MOV,d351b9669a526534f78d40cb68e9c076,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9739.MOV,2d36debcc7e35c5de97a5585dc6b56ed,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/12. poor/MVI_9740.MOV,07a5d130063b94a02d94323aa0c67701,25,2.88,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9605.MOV,26ca8267fadcafc08263b9ddc1f2e0e0,25,2.32,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9606.MOV,eed4e0a3796b2eb5f2dc16ad0c630a52,25,2.72,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9607.MOV,8eb93be7a5ebf084355ff44157bbace0,25,2.88,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9608.MOV,7202339c9a228a8a688bd0b675b8d45a,25,2.84,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9742.MOV,a8db95b35383c4bd7358cf17795b2956,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9743.MOV,347ed8871d522f7c1591eeaf4f2c6027,25,3.28,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9744.MOV,486f6bca51e62b0a8aa5b352f5e630cc,25,2.96,1920,1080,0,False,,
videos/include/Adjectives/13. thick/MVI_9745.MOV,803f51f2e8a081696e557da45dbe446d,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/14. thin/MVI_9609.MOV,b8b0c72f0fabad120082838f0280eef6,25,2.48,1920,1080,0,False,,
videos/include/Adjectives/14. thin/MVI_9610.MOV,57a6936e93b350cf57fcde136a13f63a,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/14. thin/MVI_9611.MOV,362f9dc95d96b1987470615517be46f1,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/14. thin/MVI_9612.MOV,815a4417f61a8f22bec6b711907d3841,25,2.84,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9613.MOV,a88f338e998d02da8585e154759af487,25,3.04,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9614.MOV,d660d9a685e7b0124914d4ce14563353,25,2.84,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9615.MOV,65d724f5808ed7e482573495cc9cae5b,25,2.92,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9616.MOV,9eceb44b80b76e4ec2e7f398537af612,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9746.MOV,e5a4b1b6d6530cc0cb4461a72e2fe679,25,2.28,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9747.MOV,eba239e0b8dfddb1af290ccece06892d,25,2.2,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9748.MOV,aa7ef8fc3b92e019f67834cca7c97493,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/15. expensive/MVI_9749.MOV,240332920b997bcd90c94c1d2e44975f,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9617.MOV,16d47bb45e1f438b17141c1a36ce8a91,25,2.24,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9618.MOV,649d3a4f9d1b1a035483e3e7e60a44e5,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9619.MOV,4d98c27777729d430fe7ebf7610baf00,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9620.MOV,16acbe273e8685e23f8e40b6c951ac26,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9750.MOV,1d48f8bbbbb49cd483316de4487de3d8,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9751.MOV,8c9c6840200612f8d7934f2a0ec50c20,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9752.MOV,a2e03f3f45ee85c8345af1cac8fdba21,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/16. cheap/MVI_9754.MOV,d3c64eb73adf0ba4f5222f655db4c39c,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9621.MOV,4d9bd44f58314d249b21f7d478f616c7,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9622.MOV,4a2c44c1791f0e77dd3eb9ec6dfe322c,25,2.68,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9623.MOV,bdaa9464ec6a522102819e2700bfc5b6,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9624.MOV,a1933636734825f0a3b2461902b53042,25,2.68,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9755.MOV,8005ce69610eb0ad173ab4b05451cf97,25,2.32,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9756.MOV,65530407f0a87d4b29772094c15893f7,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9757.MOV,8c8cb7060e9444ee6623dd65364dd8a1,25,2.48,1920,1080,0,False,,
videos/include/Adjectives/17. flat/MVI_9758.MOV,61ca4d087916a63655a38407cb536207,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9633.MOV,b67d71535f72497a9e87523c17a548ce,25,3.08,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9634.MOV,72f57a4e7d473f19b8922d904637fc29,25,3.08,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9635.MOV,22c04bc1638c45efa32e3d8179a12aed,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9636.MOV,5c227f0f30682e003924bd287277e651,25,2.68,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9759.MOV,d4e21ba35e0ad1d9fce398415c1f34aa,25,2.88,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9760.MOV,a4c448819e7927009e7d78e8a6d46ba6,25,3.32,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9761.MOV,05d78502e15f64869bf801fc1269f1ad,25,2.92,1920,1080,0,False,,
videos/include/Adjectives/18. curved/MVI_9762.MOV,9f7b4d80c88e4fbc20368c5d28986ee8,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9637.MOV,724591003cb9b92a90e4ddceb66cd58a,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9638.MOV,202b9f06e561b1a748c26122e657476d,25,3.2,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9639.MOV,0205735e3d9160995e994c035a066b39,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9640.MOV,3d38d8ec95fe93cb1d857e4e298c6e3d,25,2.92,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9763.MOV,d665c74f1a4c84a18c0c951bee814a98,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9764.MOV,3852c7ec940d37cd3fbd0c4cbff077b4,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9765.MOV,be4dd4aa644b9c087cfba589246812dc,25,2.16,1920,1080,0,False,,
videos/include/Adjectives/19. male/MVI_9766.MOV,f92309aa9f907f6c5541749051276e9f,25,2.08,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5180.MOV,c5a1f63a1baf1d073897120be9307517,25,2.72,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5181.MOV,1b0d7e5816708df48a06499f5755b1c1,25,2.96,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5182.MOV,78af9a1409012eacd8d0c7017512ec16,25,3.04,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5260.MOV,9cbd8583509027e8b21defff97957d6f,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5261.MOV,b83b2fdf8afb71ac229996450d1b9911,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5262.MOV,6d0a94dcffddc0c5ca4e628a8f012d92,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5338.MOV,8ec6f7b7d30969f6b08de8b23a24afa3,25,1.8,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5339.MOV,75171fc4985b1827a59bc52d8fe37a40,25,2.08,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_5340.MOV,e3ecbf0a03c93e3703d49ad0e56a52de,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9292.MOV,47ad530059cf288524b299316c2c956b,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9293.MOV,46cc583389928710bdf2c6f620e947bf,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9294.MOV,a370bf20b765269c57b44d7d8ffd471d,25,2.24,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9371.MOV,71bd884d54f8f61247374e408e980bd6,25,1.92,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9372.MOV,8d2975cc44a502bb688cbedb18e4d192,25,1.88,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9373.MOV,e0f01393b1dee932d40e409985b97ffc,25,1.88,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9451.MOV,ac75ab2b9c508e0e3abdf9b114c1e20d,25,2.28,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9452.MOV,0b48a6e694a7cd337ab6b3f63c35e1ce,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9453.MOV,e5af45f0139e34b133e2bbd72cec87b7,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9537.MOV,8800ff8a5b5d692388ea371e285c6e45,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9538.MOV,98ae744d9444221d47a54d9013ff26de,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/2. quiet/MVI_9539.MOV,8276c9d87a7c302b8d7d030427e1e69a,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9642.MOV,616032ae7191cc081e28665b6d152b6d,25,2.28,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9643.MOV,bb6a8b2903f85c488383d33bd3b2c78f,25,2.08,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9644.MOV,6e3db35cbeac778c87f4793e75384c22,25,1.84,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9645.MOV,28fdb8d4af6a91577e46348910501479,25,1.96,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9767.MOV,2ed8b865106c0bd6f75d04f6d7fd8389,25,1.88,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9768.MOV,d3a2a15343301849c05aa5ed462033dc,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9769.MOV,303909fa4ba4cbd1c2e214f7bc16ba66,25,1.84,1920,1080,0,False,,
videos/include/Adjectives/20. female/MVI_9770.MOV,4eb4f2de805d94f2c444de97de004bef,25,2.24,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9646.MOV,2a63e761da9064d5c047f5ed4382549e,25,3.24,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9647.MOV,f1db72a1ce9fc5c677d5b0272e853e66,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9648.MOV,bd3542db5fc8efc9f3456deac022d77b,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9649.MOV,f53df8054e159d00610b6cd21692e9b6,25,2.2,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9771.MOV,4c8f700383dbc41dee830818ad238d3d,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9772.MOV,41b36e337b222a720d460fc73d62d65f,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9773.MOV,47e5ae4c3b5c5edaa1926952d6b9a1fc,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/21. tight/MVI_9774.MOV,565a1f8eb1a4cdc361357f215b9d3be8,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9650.MOV,ce06c6de75ea7eba7e0465d5f597c27f,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9651.MOV,ed990b34bf41d3dc0758ffaeb1aaad69,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9652.MOV,aa3d6bf49613f3c11668b6136d00f8e3,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9653.MOV,e6b0c3e0010a39f73e6965e64cb867ce,25,2.88,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9775.MOV,adf60f5017bf91fd1d38852b95d429dd,25,2.68,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9776.MOV,c6380ca4f7f6ea7122b1ade081503b72,25,2.92,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9777.MOV,1a688c4628610f04c65be8455392ce4d,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/22. loose/MVI_9778.MOV,82180683af8d4b003ccc6ddb58a33f4d,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9654.MOV,cb1c8c8ce7e20999bcc9e7302e092c02,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9655.MOV,33d1b51f53386ec64a80d193b85a6e2c,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9656.MOV,04256bc19a1dcf5bcf75c81790d2dab1,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9657.MOV,e06af8eb139981afebef35f5f3fb0525,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9780.MOV,d968beed8392fb6c2523bcb55a19a22b,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9781.MOV,bbf59f235dee83999adb9e9b46d3466e,25,2.28,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9782.MOV,ff085de7577459a021b94e800e90a1b2,25,2.32,1920,1080,0,False,,
videos/include/Adjectives/23. high/MVI_9783.MOV,5601e239bdeaae91a46703a1649ec6ee,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9658.MOV,ebb1a318381d9e5eb75a0ee074346960,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9659.MOV,473c848d530ff2ca0518763fd3c1245b,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9660.MOV,4230bac1dc9b977016730e2533859972,25,2.52,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9661.MOV,0249a3a2e08be9bf30c80d9ebefa8684,25,2.48,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9784.MOV,ac92bb3128cdfc332ea9e5998012825d,25,2.24,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9785.MOV,3d43ec5e3cd5163bd2cf9465146b7f2b,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9786.MOV,7a4c11b2f70736c8f81a0d7773c218d2,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/24. low/MVI_9787.MOV,c6e14042132305d6e616beb833378e51,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9662.MOV,668fab60cd9dc7086c13dc6647c42b7b,25,2.64,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9663.MOV,2076e4f3d76df3db7e4b6a2a4a3e4616,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9664.MOV,69e754f082e9d79963710a64e497e12e,25,2.72,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9665.MOV,0bc7fb8e6c1becd8959093d4014092b3,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9789.MOV,d1c589ec1e39dd3412683bde5bf5b961,25,2.16,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9790.MOV,ff7f5406d317ea46dc2a2506f11f8233,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9791.MOV,c72508bef3df6722bb34bdb82b625692,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/25. soft/MVI_9792.MOV,95286e22679195c56b8cae51ab138ba5,25,2.32,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9666.MOV,c6b54f2a0efc56e08f065ec8252c371b,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9667.MOV,82f9ca8edaaa3c7e49a0b2b36d3faff7,25,2.96,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9668.MOV,08c8e0cbfc0926df11242259df226bb0,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9669.MOV,8a1f431744c43d40df9ead2b071036a9,25,2.92,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9793.MOV,3b1c49d1e228b412097338483ca562ce,25,2.48,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9794.MOV,1d34ddaccc550aa4d775a0773001fac1,25,2.28,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9795.MOV,86987c784bbc7c6108e128d4d81ca57c,25,2.32,1920,1080,0,False,,
videos/include/Adjectives/26. hard/MVI_9796.MOV,785f1e8903bada3730d54906fbe7b70a,25,2.24,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9670.MOV,fdc193f5cd4bd078c316627a90420a33,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9671.MOV,e39e733c3ba0d18966052400c9bba1ad,25,2.8,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9672.MOV,1c5e765977061263438d80e4174dd0d7,25,2.88,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9673.MOV,b4e61f762e13615396755625e64bf6d8,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9797.MOV,89c4660600b59b293c4cd7308d816a6a,25,2.4,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9798.MOV,fcae8128e78355ba97e5ce82386bea75,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9799.MOV,1ef0a936a26e1193ccf5994c60f7721a,25,2.56,1920,1080,0,False,,
videos/include/Adjectives/27. deep/MVI_9800.MOV,a19067cf6d7d78b097a98662ef96cece,25,2.84,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9674.MOV,3eaf4b20388460bbb813284635276ebf,25,3.72,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9675.MOV,3a3921d9b4410b632aca0afa04cce97f,25,4.08,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9676.MOV,fa90b0ceac52873997d132c01d095bde,25,4.32,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9677.MOV,0a784ea782d4931f59dac819b2c0b893,25,3.76,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9801.MOV,804916013577f07fcc11af6164a09096,25,3.84,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9802.MOV,74a23166c15913751c4217e81aafde51,25,4.0,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9803.MOV,8cb1aa5d545ce807aada3477dcfe0959,25,4.0,1920,1080,0,False,,
videos/include/Adjectives/28. shallow/MVI_9804.MOV,74d8f580d40e14f3ded3692f63b46221,25,3.96,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9679.MOV,167bf3df4cfdbc9e41e0317bba1f64b8,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9680.MOV,44a532f96575303309504aacd169fec2,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9681.MOV,f19c399232ce79cc49f4d27229db0b34,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9682.MOV,88ca6d44493e4f25cc21da863d1852f7,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9806.MOV,336595aeb8930a1c8a7d527b3709406c,25,2.6,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9807.MOV,b43e1ca61af60f860378f83b3d327364,25,2.44,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9808.MOV,884660a644e7f2124e36a3fab15d90cf,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/29. clean/MVI_9809.MOV,5863390b656d40c8c698fb718aeff377,25,2.36,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5183.MOV,5adc0c6f0b67ee0fb4ff82f61b4c7c63,25,2.84,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5184.MOV,1d822300e8427aadd5761e1e94973264,25,2.76,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5185.MOV,72900b17d91f7ab2315305d66bd617a8,25,3.12,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5263.MOV,5d9760bd24a2ffe07f01fc126be17345,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5264.MOV,392dc2c9703e50a658a4e629d9f303f3,25,2.24,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5265.MOV,4968d76781388d5a91231a8e0d023734,25,1.92,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5341.MOV,bc09ccde222f64bdac1a7b2873e57413,25,1.64,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5342.MOV,0c149272e3e8e709eb663cbe02222ca8,25,2.12,1920,1080,0,False,,
videos/include/Adjectives/3. happy/MVI_5343.MOV,13e66c44b47c2ef84a4211f336c38abb,25,2.92,1920,1080,0,False,,
