hash,original_text,text
347ed8871d522f7c1591eeaf4f2c6027,thick,thick
486f6bca51e62b0a8aa5b352f5e630cc,thick,thick
803f51f2e8a081696e557da45dbe446d,thick,thick
b8b0c72f0fabad120082838f0280eef6,thin,thin
57a6936e93b350cf57fcde136a13f63a,thin,thin
362f9dc95d96b1987470615517be46f1,thin,thin
815a4417f61a8f22bec6b711907d3841,thin,thin
a88f338e998d02da8585e154759af487,expensive,expensive
d660d9a685e7b0124914d4ce14563353,expensive,expensive
65d724f5808ed7e482573495cc9cae5b,expensive,expensive
9eceb44b80b76e4ec2e7f398537af612,expensive,expensive
e5a4b1b6d6530cc0cb4461a72e2fe679,expensive,expensive
eba239e0b8dfddb1af290ccece06892d,expensive,expensive
aa7ef8fc3b92e019f67834cca7c97493,expensive,expensive
240332920b997bcd90c94c1d2e44975f,expensive,expensive
16d47bb45e1f438b17141c1a36ce8a91,cheap,cheap
649d3a4f9d1b1a035483e3e7e60a44e5,cheap,cheap
4d98c27777729d430fe7ebf7610baf00,cheap,cheap
16acbe273e8685e23f8e40b6c951ac26,cheap,cheap
1d48f8bbbbb49cd483316de4487de3d8,cheap,cheap
8c9c6840200612f8d7934f2a0ec50c20,cheap,cheap
a2e03f3f45ee85c8345af1cac8fdba21,cheap,cheap
d3c64eb73adf0ba4f5222f655db4c39c,cheap,cheap
4d9bd44f58314d249b21f7d478f616c7,flat,flat
4a2c44c1791f0e77dd3eb9ec6dfe322c,flat,flat
bdaa9464ec6a522102819e2700bfc5b6,flat,flat
a1933636734825f0a3b2461902b53042,flat,flat
8005ce69610eb0ad173ab4b05451cf97,flat,flat
65530407f0a87d4b29772094c15893f7,flat,flat
8c8cb7060e9444ee6623dd65364dd8a1,flat,flat
61ca4d087916a63655a38407cb536207,flat,flat
b67d71535f72497a9e87523c17a548ce,curved,curved
72f57a4e7d473f19b8922d904637fc29,curved,curved
22c04bc1638c45efa32e3d8179a12aed,curved,curved
5c227f0f30682e003924bd287277e651,curved,curved
d4e21ba35e0ad1d9fce398415c1f34aa,curved,curved
a4c448819e7927009e7d78e8a6d46ba6,curved,curved
05d78502e15f64869bf801fc1269f1ad,curved,curved
9f7b4d80c88e4fbc20368c5d28986ee8,curved,curved
724591003cb9b92a90e4ddceb66cd58a,male,male
202b9f06e561b1a748c26122e657476d,male,male
0205735e3d9160995e994c035a066b39,male,male
3d38d8ec95fe93cb1d857e4e298c6e3d,male,male
d665c74f1a4c84a18c0c951bee814a98,male,male
3852c7ec940d37cd3fbd0c4cbff077b4,male,male
be4dd4aa644b9c087cfba589246812dc,male,male
f92309aa9f907f6c5541749051276e9f,male,male
c5a1f63a1baf1d073897120be9307517,quiet,quiet
1b0d7e5816708df48a06499f5755b1c1,quiet,quiet
78af9a1409012eacd8d0c7017512ec16,quiet,quiet
9cbd8583509027e8b21defff97957d6f,quiet,quiet
b83b2fdf8afb71ac229996450d1b9911,quiet,quiet
6d0a94dcffddc0c5ca4e628a8f012d92,quiet,quiet
8ec6f7b7d30969f6b08de8b23a24afa3,quiet,quiet
75171fc4985b1827a59bc52d8fe37a40,quiet,quiet
e3ecbf0a03c93e3703d49ad0e56a52de,quiet,quiet
47ad530059cf288524b299316c2c956b,quiet,quiet
46cc583389928710bdf2c6f620e947bf,quiet,quiet
a370bf20b765269c57b44d7d8ffd471d,quiet,quiet
71bd884d54f8f61247374e408e980bd6,quiet,quiet
8d2975cc44a502bb688cbedb18e4d192,quiet,quiet
e0f01393b1dee932d40e409985b97ffc,quiet,quiet
ac75ab2b9c508e0e3abdf9b114c1e20d,quiet,quiet
0b48a6e694a7cd337ab6b3f63c35e1ce,quiet,quiet
e5af45f0139e34b133e2bbd72cec87b7,quiet,quiet
8800ff8a5b5d692388ea371e285c6e45,quiet,quiet
98ae744d9444221d47a54d9013ff26de,quiet,quiet
8276c9d87a7c302b8d7d030427e1e69a,quiet,quiet
616032ae7191cc081e28665b6d152b6d,female,female
bb6a8b2903f85c488383d33bd3b2c78f,female,female
6e3db35cbeac778c87f4793e75384c22,female,female
28fdb8d4af6a91577e46348910501479,female,female
2ed8b865106c0bd6f75d04f6d7fd8389,female,female
d3a2a15343301849c05aa5ed462033dc,female,female
303909fa4ba4cbd1c2e214f7bc16ba66,female,female
4eb4f2de805d94f2c444de97de004bef,female,female
2a63e761da9064d5c047f5ed4382549e,tight,tight
f1db72a1ce9fc5c677d5b0272e853e66,tight,tight
bd3542db5fc8efc9f3456deac022d77b,tight,tight
f53df8054e159d00610b6cd21692e9b6,tight,tight
4c8f700383dbc41dee830818ad238d3d,tight,tight
41b36e337b222a720d460fc73d62d65f,tight,tight
47e5ae4c3b5c5edaa1926952d6b9a1fc,tight,tight
565a1f8eb1a4cdc361357f215b9d3be8,tight,tight
ce06c6de75ea7eba7e0465d5f597c27f,loose,loose
ed990b34bf41d3dc0758ffaeb1aaad69,loose,loose
aa3d6bf49613f3c11668b6136d00f8e3,loose,loose
e6b0c3e0010a39f73e6965e64cb867ce,loose,loose
adf60f5017bf91fd1d38852b95d429dd,loose,loose
c6380ca4f7f6ea7122b1ade081503b72,loose,loose
1a688c4628610f04c65be8455392ce4d,loose,loose
82180683af8d4b003ccc6ddb58a33f4d,loose,loose
cb1c8c8ce7e20999bcc9e7302e092c02,high,high
33d1b51f53386ec64a80d193b85a6e2c,high,high
04256bc19a1dcf5bcf75c81790d2dab1,high,high
e06af8eb139981afebef35f5f3fb0525,high,high
d968beed8392fb6c2523bcb55a19a22b,high,high
bbf59f235dee83999adb9e9b46d3466e,high,high
ff085de7577459a021b94e800e90a1b2,high,high
5601e239bdeaae91a46703a1649ec6ee,high,high
ebb1a318381d9e5eb75a0ee074346960,low,low
473c848d530ff2ca0518763fd3c1245b,low,low
4230bac1dc9b977016730e2533859972,low,low
0249a3a2e08be9bf30c80d9ebefa8684,low,low
ac92bb3128cdfc332ea9e5998012825d,low,low
3d43ec5e3cd5163bd2cf9465146b7f2b,low,low
7a4c11b2f70736c8f81a0d7773c218d2,low,low
c6e14042132305d6e616beb833378e51,low,low
668fab60cd9dc7086c13dc6647c42b7b,soft,soft
2076e4f3d76df3db7e4b6a2a4a3e4616,soft,soft
69e754f082e9d79963710a64e497e12e,soft,soft
0bc7fb8e6c1becd8959093d4014092b3,soft,soft
d1c589ec1e39dd3412683bde5bf5b961,soft,soft
ff7f5406d317ea46dc2a2506f11f8233,soft,soft
c72508bef3df6722bb34bdb82b625692,soft,soft
95286e22679195c56b8cae51ab138ba5,soft,soft
c6b54f2a0efc56e08f065ec8252c371b,hard,hard
82f9ca8edaaa3c7e49a0b2b36d3faff7,hard,hard
08c8e0cbfc0926df11242259df226bb0,hard,hard
8a1f431744c43d40df9ead2b071036a9,hard,hard
3b1c49d1e228b412097338483ca562ce,hard,hard
1d34ddaccc550aa4d775a0773001fac1,hard,hard
86987c784bbc7c6108e128d4d81ca57c,hard,hard
785f1e8903bada3730d54906fbe7b70a,hard,hard
fdc193f5cd4bd078c316627a90420a33,deep,deep
e39e733c3ba0d18966052400c9bba1ad,deep,deep
1c5e765977061263438d80e4174dd0d7,deep,deep
b4e61f762e13615396755625e64bf6d8,deep,deep
89c4660600b59b293c4cd7308d816a6a,deep,deep
fcae8128e78355ba97e5ce82386bea75,deep,deep
1ef0a936a26e1193ccf5994c60f7721a,deep,deep
a19067cf6d7d78b097a98662ef96cece,deep,deep
3eaf4b20388460bbb813284635276ebf,shallow,shallow
3a3921d9b4410b632aca0afa04cce97f,shallow,shallow
fa90b0ceac52873997d132c01d095bde,shallow,shallow
0a784ea782d4931f59dac819b2c0b893,shallow,shallow
804916013577f07fcc11af6164a09096,shallow,shallow
74a23166c15913751c4217e81aafde51,shallow,shallow
8cb1aa5d545ce807aada3477dcfe0959,shallow,shallow
74d8f580d40e14f3ded3692f63b46221,shallow,shallow
167bf3df4cfdbc9e41e0317bba1f64b8,clean,clean
44a532f96575303309504aacd169fec2,clean,clean
f19c399232ce79cc49f4d27229db0b34,clean,clean
88ca6d44493e4f25cc21da863d1852f7,clean,clean
336595aeb8930a1c8a7d527b3709406c,clean,clean
b43e1ca61af60f860378f83b3d327364,clean,clean
884660a644e7f2124e36a3fab15d90cf,clean,clean
5863390b656d40c8c698fb718aeff377,clean,clean
5adc0c6f0b67ee0fb4ff82f61b4c7c63,happy,happy
1d822300e8427aadd5761e1e94973264,happy,happy
72900b17d91f7ab2315305d66bd617a8,happy,happy
5d9760bd24a2ffe07f01fc126be17345,happy,happy
392dc2c9703e50a658a4e629d9f303f3,happy,happy
4968d76781388d5a91231a8e0d023734,happy,happy
bc09ccde222f64bdac1a7b2873e57413,happy,happy
0c149272e3e8e709eb663cbe02222ca8,happy,happy
13e66c44b47c2ef84a4211f336c38abb,happy,happy
aab887e49f50a4fecacc28835a3a215a,happy,happy
3bdc215a0e533c557ea304f9707be748,happy,happy
9d92c4320844479274becbd682cb0ba4,happy,happy
5de5fcb30f57c4594f89c70e4b4c02e0,happy,happy
8fbc8a4c5d770eac7d9652258a0b3ac3,happy,happy
bcdc19ea9c537bc82617a7b9cd7b1444,happy,happy
142505b8ddca27fe54fea8c102e67f79,happy,happy
3fe25d842468e5dc5170afd2de9c9879,happy,happy
9c71de0cafd5f96ac6857262378e9c6c,happy,happy
28459bd10474fba8c1d2e9665c0e5e31,happy,happy
31947341a00ca56bb80d1f523613d229,happy,happy
068b806dfe511302dd58f97848df7c91,happy,happy
3c43ccc1ab7e5b1ea2dabd1c3066af85,dirty,dirty
2c6db9d2e27634ec509d5a29a012dba0,dirty,dirty
b92a7ac39554c454719c2a7b061be844,dirty,dirty
8a579dded2a225e8c1f155975e170e72,dirty,dirty
57183097430e4929195677105eb71e55,dirty,dirty
d71bfd79416f268edd861a9ad95ad17b,dirty,dirty
01a83750a8de46e3574a47b6e7afcbcc,dirty,dirty
f5fb8e550190d3cc029f0117f1e7627a,dirty,dirty
bf70d78a41f0c0068100654af17c73e5,strong,strong
a9162d59e83392add8a1d1c57c856959,strong,strong
a541bc66038165d626e93c1b8baa7c79,strong,strong
5e1b952f80f97081dac66fe2d836d714,strong,strong
143e26ca60cdb65b4fe7bd6504491c0b,strong,strong
973a6a29887b43437bd38dc9d44cdb88,strong,strong
05c30b9fd3da3bc11b5b63a11bb149cb,strong,strong
fa603f44622ce5124a0fa4f33b19c536,strong,strong
6459193f12c9bbfb26114ba1a42d0177,weak,weak
8c3188c54d85dd4ee55cf1277110dbcb,weak,weak
0d9ee586041df748038654da6f97c142,weak,weak
1d812094d2dfafe077698151a98c7195,weak,weak
0d92605c2ff2de4754ffdf2bdd10fa16,weak,weak
8d7934d45068c212a591af6608a818fd,weak,weak
5a92f02b6409e0e507c53b900df3c881,weak,weak
3bd47322d3022bae9d7e8fd16d95080a,weak,weak
592db874e8f5b6af2a1a308f1198549a,dead,dead
f567ba1b3b851b61d3cb9d7cda73a500,dead,dead
babf44d0dc6f2279ef758dcb5384b742,dead,dead
4d481b57f99cae94dd0fa6d8c5ade28a,dead,dead
878bb02fd6283bbbb3e14d1de42c2309,dead,dead
a496ff3cf93bed09ed999da3b39bfca6,dead,dead
662abf8e459623e040a680a4987a4b79,dead,dead
1e7db04b237ae6d37041b7d8d7882da6,dead,dead
f121027e5d243e4821737bc0dd822706,alive,alive
1ab952bbb3714832b5962be66c0a90a2,alive,alive
37c73150ed4f472c77069162420c63e1,alive,alive
2a02fbbf4a141c6304b1ab4d4663c6ce,alive,alive
2e9ca3c43d63e963a0cc1e216713ac52,alive,alive
8d7e462d1600b5a00484b85b08792969,alive,alive
d3cfb15b8bdef35ef541507e89145599,alive,alive
1c98f0dc47357a3c08febe1e8ab30826,alive,alive
f015ff4179dddf6a7cd67c375321afce,heavy,heavy
6f2539ea73eebb4438d1b98d03d291fd,heavy,heavy
805137a77a3ee86fbe192763b84bf544,heavy,heavy
57a6faabba27bce203975e67fbf1df28,heavy,heavy
62c8f7f781f433eebb782692b8633156,heavy,heavy
a9af9c4e51152413b74b05f7ded00fda,heavy,heavy
03c0d0fa7d1f3e01f340a162081c0a43,heavy,heavy
574f1ef46ac6e908d0b23eb7eb7ea3f9,heavy,heavy
d6e0085de317a6dd1a31a0ffed9d2f4e,light,light
5100796e409fbc3bd2a32dccf0e456ca,light,light
39e5bdd2e3c88ce794718056af6e0709,light,light
4416a46c06e70a84a947140ae75e1184,light,light
872758b53fcb4fa9761d93e645b56fb2,light,light
512ec52182c94bce03fefd7b38dae0d9,light,light
9632ce5a20ebaf66b6c1ed2e964af9fb,light,light
5ce1967c63503fcd9eac630ff323a3d2,light,light
b1781739cc6d74e6858dbaccbd2c0783,famous,famous
e84aab1c7d936965500e5054f0cb89cb,famous,famous
912164905752b3accc886eaf6619721b,famous,famous
e73875a06e1b8372a90b6844f9917b47,famous,famous
3ff8f6d8a0a85c53b21c1e4823420bb0,famous,famous
8510d65b1e685aa8c0d66c7b6229300b,famous,famous
032e1b349c42d54e935ce428f3f3a314,famous,famous
87f0876e76360794f018047382a5b62a,famous,famous
93bbdc3cf0e03e7135fa36d892b5002a,sad,sad
9ac030be3074e0586e5652c24ab25794,sad,sad
8415deaa44b6f9f8e36f83175ebf2087,sad,sad
18085e77482a34833d2a8be8288a0694,sad,sad
46c7dcbcc3a8a415eb27de1c474a3eba,sad,sad
62ace276c0a790771d871932640f0efc,sad,sad
0ae630a9094a7d4fad7cd5d083adaf5d,sad,sad
c647503e5f1803818ef934c843e67037,sad,sad
82eef7d972bb0d68d88b98222a566102,beautiful,beautiful
55dcbc5401a905aa60b6ffb78ceb294d,beautiful,beautiful
04df99dcbe910977dd34557d31a2f81d,beautiful,beautiful
b83d0ee3d2c33edd64ef6d5f72d108cb,beautiful,beautiful
6451e31e9d20f6d7a6b797062834bc3e,beautiful,beautiful
36ec79205842f78dc3e20e2bac9fc8bd,beautiful,beautiful
6c570be34eaa1bfe0db129680b88a60e,beautiful,beautiful
ecb50529602fbec2a45f93e4c1e857de,beautiful,beautiful
d7fcc19fec778ce3e3a0ab2a9b9f96f8,beautiful,beautiful
277e673242c6692e9338c8766dc22f01,ugly,ugly
72c77271febd09db4de9e9ffe4ff3b2c,ugly,ugly
eaab28be6dcadd1c2d643c7c726082c9,ugly,ugly
315dd047936b9f2c73e2e820184e6f1f,ugly,ugly
7c92346b585ae2a7317bc7fa0201b8a0,ugly,ugly
cf70848b00e8d250f8715b0ab3acec63,ugly,ugly
bf9b955ad5447e06a1b1c1ce183027a9,ugly,ugly
bde8f4cc696cf46fdbebb212a1622c1b,ugly,ugly
bf39efadf3d2bfcf29beabad855bd63f,deaf,deaf
6ae9fab2df34be168c54378a976b9db1,deaf,deaf
1a42c990511d5b07d972fcedea909eb0,deaf,deaf
97bab953b1ff77bc084ffa2bcae090a5,deaf,deaf
cb35998424f228fd106004f08b9916ce,deaf,deaf
0bac232627b6adba37e7adb0fefe5535,deaf,deaf
e7ced58e7ef5b00b786db6b291effe6f,deaf,deaf
bd5fce5ce13a6535c178bd603afafa84,deaf,deaf
877c9685e8d1c65172b055f347fb5c6a,long,long
8b7904c340d8187573e6a4e59c83d759,long,long
867eef3bc5f70efecba2f7ebdde18ae7,long,long
99e71cb3b550ebb18b9ef2061ecf5c2b,long,long
d8de1396bc711221c19100edb8e6acdc,long,long
50e18be27abeccec75c84949a099d4f8,long,long
20bc776469050b76f6a7355b93c43db0,long,long
9fe1201264ed14e5d2087e95ea3ecff8,long,long
bcdcd045e558e6efbc2be7d115d3329b,long,long
a6d0f5001663566ed050d92e27e3452f,long,long
b369f5994c520ec120dddd1ea4e754c5,long,long
a59595e2ac8d57b41e9a68a475614e29,long,long
1537a5f68341c0a54e68ec4582cfb853,long,long
92d63c1f9ade3b03f77e5239889669f4,long,long
cb43aa3cc6acbd327fa30fbc25301d8c,long,long
6644b7b81e39752da9f03517322ba001,long,long
3d36306047807a1857ff127af1578189,long,long
a45e5c185979f9295d45a0f205de75b5,long,long
707033680982d1a92957d9370f0688d9,long,long
2ab3095a662debf253ae788204f1c27e,long,long
5efe45937b0717091e91df536d5d4d15,long,long
4afe70b1cb04ba9983af152048f89751,short,short
a9b1c546e047d653c25322b2c7c0017c,short,short
8ce94e3af5cafd0f1d0e16530e7ad294,short,short
524a3325a606b2e8674c3ce9dfa09bdc,short,short
8c96bbe632f389a69af1f03ace965255,short,short
7f3606c75878005a9f264b7368e10a4f,short,short
db297831b224670e304eb182ed6a4550,short,short
dce9c8294df0c04b977c0f73fc00af11,short,short
17438238cc33f4025a55ecf45e1d496f,short,short
132298bcad002aaba6b5e3bf7d1c58a5,short,short
80e6ccd61704cce713358f3a12d51125,short,short
4d010ea34ca7b8b3ea13f5eb70573767,short,short
5d7b798f307655f27039cb0af36c3a8b,short,short
5482056d0f2b80923fdce1e65b17bc5f,short,short
a0648e410db5cefb63cb5d0e7205622e,short,short
601822bd9e2725821c19b369d1ac945f,short,short
9170f08d4315a77b50534cd85e4b079b,short,short
e4ae93777733e15dd01cf65f2803d4e5,short,short
6fd4bd3ccb35e4568adbb8dcf4c2dc8b,short,short
e2b4e97382dba2b9ef5ef9dcef344dc0,short,short
6a218acab0028365791c58f31861ef84,short,short
418ab976d5a0d2feeb7284d6950e0f2e,short,short
f80f6e3b44b3c55641bf426ad6c6966d,blind,blind
66fb30493779c3f8ee9dd08c221c2eb6,blind,blind
79bd86cc9fe5c226f82dc215d0722bfe,blind,blind
e6a1717474f49c3042a5f4ac052c2418,blind,blind
466783c4927af8594cd91cbf7551b0f1,blind,blind
171aa6229445f8fd9cb5fd4a00a76cf8,blind,blind
f20abbbdf6c62b8edbd5515438be29d7,blind,blind
ea97db893b47e6881e4fc249b6dcc062,blind,blind
c266ecc208f76a74751ff17e55f4834f,tall,tall
0fcec2285e96c37f679a38e7b6445d37,tall,tall
697f91dba630148df3f8bbfda00f087d,tall,tall
3bb66a4ad2015f0c3d00bfa0760fd5f9,tall,tall
680d7445484fe4a2eea65b0aa9ddf4ce,tall,tall
a178f60cc29539602c62107ea705d9d3,tall,tall
83d919ebebf3597d38eea79c47ac40c2,tall,tall
3618dadbbc03a38aab4a674130c487da,tall,tall
272d8bf8c6ae9337a7e88341261cb942,tall,tall
8e8c061a5d43794af6104c5a0071024c,tall,tall
6b6537ccf73181170a4a5a0d38a633c5,tall,tall
3b6ac28c3bd5e46f6d606ce19883c83b,tall,tall
b1ddde42abb81cada7622994a9e17017,tall,tall
e454d6f4514b3a53481d174083e359dd,tall,tall
e95af8cc9a3cfaa3b933de42fff56867,tall,tall
3613d4b81ba6bad55f271f5db62e0890,tall,tall
ed182292325b5bed8fc82e7e49d997a8,tall,tall
07d1e1829fc46957118bc8a52025d348,tall,tall
4d5b0cea936d1acfee269a6f0c45f4d2,tall,tall
3398faee923f82979c278f44d2981ee2,tall,tall
ac7178783b43b4ae1822f92b04375591,tall,tall
a9546d2000a7e89c3e30e935c9bb479f,wide,wide
610abe963228612f07fbaba1ee311bef,wide,wide
fa8e150b1a2958b161b80116791f94ad,wide,wide
0553cfe9432c25c6cf42a3f1b52ae40e,wide,wide
bfb69416ca3b73433e89a213f479d8a8,wide,wide
5ec2bc7885c6ccaac0fdf54f40b79211,wide,wide
8c4ef07f0697a1f9304aae021b1b02d0,wide,wide
3cf689cdc2af27fbe358f92848b90f43,wide,wide
bbb103943e27e6290dbd01c842238c7d,wide,wide
d374efa98c3157f6ae68c20c63c0a9d6,wide,wide
961c30eb91a648f92ffe972625af3051,wide,wide
afd00dbd360ab33095b25aea019778a4,wide,wide
aaa3282e4e3acb5151cddf228cb12bda,wide,wide
efefc36b5b2bbf51c63444c6a26bd885,wide,wide
209b2d9f67236cd35abf0ad105254601,wide,wide
912b271dcf71f9c30f164402bb87a689,wide,wide
452d14820df3df7b462f3f5c2a7c2b4c,wide,wide
de36e61b8a51ae543a0fb4281f4f3b7a,wide,wide
a0b959d6cb22aeab710b2e7667919fb2,wide,wide
f2dbf03a40eb13c0926fd616985c94e4,wide,wide
0d5933f8a34321d1eda501fd0dbeaeee,wide,wide
0e5208ba595b63931de3d3d70becce48,narrow,narrow
8420bd64223b58c2a5593e34eac7ed4a,narrow,narrow
2b8b8de9934d84c0bfdc65c7ea916210,narrow,narrow
a203e53f439d4b108cbc61419850b280,narrow,narrow
e3e40b6d12f2d6c797ac5f2a71326399,narrow,narrow
e2c8d01b6119ef82199aaa348122c970,narrow,narrow
92dfe4aaaa57f8b1f03a91e8c34f4496,narrow,narrow
60ba0838b5d874d2bcc01e37a58f6ca3,narrow,narrow
7d8fb0e9be102b7b07224977b66fbe22,narrow,narrow
8262d470adfa443ade8e12f3767613ed,narrow,narrow
3b2c81f49c004c72ef436e457e803191,narrow,narrow
fd86bdac431223ddc45a0038eb64615d,narrow,narrow
9daad592134cc485da5dff0666dbd3f3,narrow,narrow
0b61fc41ecb94e283fc075dfea2d09e8,narrow,narrow
602165e97c91675400234ea2ba239a72,narrow,narrow
ac648069a2834d88bef6d5cc2584fd33,narrow,narrow
c44a80d5fe76d53ee5a99a8dd26a1ee8,narrow,narrow
d4ae05edf4bd8903a89af4539e4fe860,narrow,narrow
de8e9cbdac3dd2cd651b0fb5b331418a,narrow,narrow
77db548528a6fbce3eb0cd40aca4e75b,narrow,narrow
62c05408d2b4af052528fa3d75b419d7,narrow,narrow
6af7a52e7fa16ffa5cf9d5722b54294b,big large,big
6af7a52e7fa16ffa5cf9d5722b54294b,big large,large
5350c6b06fe6e8b1e876138fe81a7a9c,big large,big
5350c6b06fe6e8b1e876138fe81a7a9c,big large,large
01146be91f3ddb37ec0129394eb2fce7,big large,big
01146be91f3ddb37ec0129394eb2fce7,big large,large
a878a903bbd186401ff31a34dcf70bf1,big large,big
a878a903bbd186401ff31a34dcf70bf1,big large,large
d7436dff9fa392ca5b1cd1a33cb68445,big large,big
d7436dff9fa392ca5b1cd1a33cb68445,big large,large
73d73f01846845a79b35cb20c1eabf5e,big large,big
73d73f01846845a79b35cb20c1eabf5e,big large,large
2ba9525563d296d5bc7a600e1e4cc279,big large,big
2ba9525563d296d5bc7a600e1e4cc279,big large,large
254aaa8a13fb3e91d3f6df8d40bd0c31,big large,big
254aaa8a13fb3e91d3f6df8d40bd0c31,big large,large
641b38b679276ffa85af7bc39f4ad5fa,big large,big
641b38b679276ffa85af7bc39f4ad5fa,big large,large
d722c79b4f08f8afd2f17c5f7b700c10,big large,big
d722c79b4f08f8afd2f17c5f7b700c10,big large,large
5cad0266017941b68a716dc4c368c441,big large,big
5cad0266017941b68a716dc4c368c441,big large,large
e3e6a9309b1f050dd9e49753df2a151e,big large,big
e3e6a9309b1f050dd9e49753df2a151e,big large,large
8d594f1bfef5f9cbd580b280ad65e067,big large,big
8d594f1bfef5f9cbd580b280ad65e067,big large,large
d41c9a484533ec95699e9388e8c90fda,big large,big
d41c9a484533ec95699e9388e8c90fda,big large,large
ede028d7c729376de35b4188247e9a56,big large,big
ede028d7c729376de35b4188247e9a56,big large,large
4c74e38caf529807ae2dec413f61793f,big large,big
4c74e38caf529807ae2dec413f61793f,big large,large
b96a25aed3e209a9fee17f8f8d5fa097,big large,big
b96a25aed3e209a9fee17f8f8d5fa097,big large,large
76c03ee32da2b37305e03b19424b07ae,big large,big
76c03ee32da2b37305e03b19424b07ae,big large,large
d4ef57e34bc046375f0a1d0ba856ae3c,big large,big
d4ef57e34bc046375f0a1d0ba856ae3c,big large,large
c879addcf12eaa28c50ef475189d72b5,big large,big
c879addcf12eaa28c50ef475189d72b5,big large,large
2cd9cf60a6f5ff7a727c71a0d760da86,big large,big
2cd9cf60a6f5ff7a727c71a0d760da86,big large,large
c50eafe6051069c9a2800261949e9a83,small little,small
c50eafe6051069c9a2800261949e9a83,small little,little
6d20065d471490a62973adb5da6967ab,small little,small
6d20065d471490a62973adb5da6967ab,small little,little
318984c38bfdaf82d5eff2dfe330cc78,small little,small
318984c38bfdaf82d5eff2dfe330cc78,small little,little
9baac3eb996ef0012bc469cfc8c2b1d4,small little,small
9baac3eb996ef0012bc469cfc8c2b1d4,small little,little
277e2fb96b90554aa3dcd241eadf389d,small little,small
277e2fb96b90554aa3dcd241eadf389d,small little,little
de2a62cb3dfc86eb9e2df82f60b94db7,small little,small
de2a62cb3dfc86eb9e2df82f60b94db7,small little,little
c732ecfec93c53d275b38c88b8631cd3,small little,small
c732ecfec93c53d275b38c88b8631cd3,small little,little
68d14722cd8bb886e969c051a0861dfa,small little,small
68d14722cd8bb886e969c051a0861dfa,small little,little
817bbce977e9a4909408ff60daff888f,small little,small
817bbce977e9a4909408ff60daff888f,small little,little
d48095e574b28ae1304835987d938dc7,small little,small
d48095e574b28ae1304835987d938dc7,small little,little
182c3fbf1af86a9735afb41f5c04159b,small little,small
182c3fbf1af86a9735afb41f5c04159b,small little,little
05ff37c1124cbd6e474b271e5b651546,small little,small
05ff37c1124cbd6e474b271e5b651546,small little,little
27a1dc3288a352ead1e07d8b5e4dd8b8,small little,small
